text	label	edu1_idx	edu2_idx	file
spk2: hahaha [SEP] spk2: why isn't it autorolling...	Clarification_question	6	7	s2-league4-game3_1
spk1: Yo... [SEP] spk1: Ztime!!!	Elaboration	16	17	s2-league4-game1_4
spk1: anyone got wood? [SEP] spk4: i'm up for that	Question_answer_pair	0	3	s2-leagueM-game2_13
spk1: need wood [as ever] [SEP] spk2: Heh, need an ore	Question_answer_pair	0	1	s1-league2-game1_5
spk2: If anyone still has clay, [SEP] spk2: I'll trade a couple of wood for it	Conditional	0	1	s2-league3-game1_10
spk4: me and aria are near 10 [SEP] spk1: oooh	Comment	24	25	pilot20_13
spk2: anyone want wood? [SEP] spk3: nope	Question_answer_pair	0	1	s2-league4-game3_24
spk3: i need a brew [SEP] spk3: back in 5	Result	16	23	s1-league1-game4_28
spk3: please CC markus in [SEP] spk3: bye	Narration	42	43	s1-league1-game2_9
spk3: I do not ^_^ [SEP] spk2: But... you can... you know... smelt it?	Contrast	2	3	pilot01_23
spk4: llots of ore :p [SEP] spk2: it's mining itself :D	Comment	6	8	s2-leagueM-game3_5
spk3: i give you clay you give me sheep and wheat [SEP] spk2: pricey clay	Result	6	7	s1-league1-game3_35
spk2: 1 wood 4 wheat? [SEP] spk3: sry don't want to end this game :)	Question_answer_pair	11	12	s1-league1-game3_32
spk1: the new interface is prettier [SEP] spk1: it's build 1.1.13, has a few extra features	Comment	0	5	s1-league1-game4_21
spk2: anyone got wood  [SEP] spk2: no one??	Q_Elab	0	4	s1-league3-game5_12
spk4: Can you wait for a few more minutes? [SEP] spk3: yep	Question_answer_pair	7	9	pilot21_19
spk3: Actually, [SEP] spk3: Okay,	Correction	15	18	pilot21_21
spk3: anyone give me grain for wood? [SEP] spk2: no	Question_answer_pair	0	1	s2-league3-game5_7
spk1: can i get an ore? [SEP] spk2: I'll trade too	Question_answer_pair	8	11	s1-league1-game3_24
spk1: 8s arrrrrgh [SEP] spk2: i do enjoy a good 8	Comment	0	2	s2-leagueM-game3_12
spk1: if a 9 was rolled [SEP] spk3: there's your 9 raef.	Continuation	8	9	s2-league5-game2_25
spk1: tomm, could I give you 3 sheep for a clay and an ore? [SEP] spk2: I don't have ore, I'm afraid!	Question_answer_pair	17	18	pilot01_39
spk2: I have wood ( or ore) [SEP] spk1: I'll take wood	Question_answer_pair	7	8	s1-league3-game5_4
spk1: nicely done [SEP] spk3: I was dreading a 7 there	Background	4	6	s2-practice3_15
spk2: trade for ore? [SEP] spk1: thanks	Question_answer_pair	4	5	s1-league3-game6_1
spk1: those were some awesome spots [SEP] spk1: sorry,	Comment	10	13	s2-league5-game3_21
spk2: cool [SEP] spk1: thanks	Acknowledgement	4	5	s1-league3-game1_5
spk1: anyone has ore? [SEP] spk3: i only just got the one i have...	Question_answer_pair	0	1	s1-league2-game2_18
spk1: Argh [SEP] spk1: Didn't mean to do that	Explanation	0	1	s1-league2-game4_18
spk4: not me [SEP] spk3: kk I'll take my chances then...	Acknowledgement	4	9	s2-leagueM-game2_6
spk2: Are we playing to 10 points, by the way? [SEP] spk3: think so	Question_answer_pair	0	2	s2-league1-game1_4
spk3: so anybody wana trade sumthng? [SEP] spk1: I'm OK just now	Question_answer_pair	29	30	pilot20_9
spk1: 5! [SEP] spk3: hurrah	Comment	0	2	s2-leagueM-game2_10
spk4: Oh dear. [SEP] spk4: Network problems?	Continuation	1	2	s2-league3-game1_12
spk1: I just discarded [SEP] spk2: it's not cool	Comment	10	15	s2-league5-game4_23
spk3: hmm i don't think there's anything else i can use right now... [SEP] spk3: oh well	Comment	7	8	s2-leagueM-game5_11
spk2: nice, no shame in that all [SEP] spk2: enough to impress people	Continuation	48	49	s1-league3-game6_12
spk2: so I moved him twice [SEP] spk3: that sucks	Comment	9	11	pilot01_31
"spk2: aha! [SEP] spk3: gg well played"""	Comment	0	1	s2-leagueM-game3_1
spk4: i have a new computer, [SEP] spk1: I'm on a work laptop ;)	Parallel	6	9	s2-league1-game1_20
spk1: anyone got a wood? [SEP] spk3: i've not got one,	Question_answer_pair	30	33	s2-leagueM-game3_23
spk1: I got clay [SEP] spk2: I know	Acknowledgement	2	3	s1-league2-game3_9
spk4: nope [SEP] spk4: i haven't got any new resources for ages!	Elaboration	2	6	s2-leagueM-game2_12
spk1: yikes [SEP] spk1: gramos is sitting on 3 dev cards + 6 pts	Elaboration	2	3	s2-league5-game4_22
spk2: does anyone have wheat? [SEP] spk2: where is ash?	Clarification_question	0	1	pilot14_25
spk3: Shall we? [SEP] spk3: Me too	Question_answer_pair	1	3	pilot04_15
spk3: no can do, [SEP] spk1: cheers anyway :)	Acknowledgement	3	6	s2-league3-game4_8
spk1: can't help, [SEP] spk1: sorry	Comment	2	3	s2-league4-game3_23
spk1: yiin GO AWAY! [SEP] spk2: haha nice	Comment	8	9	s1-league2-game1_23
spk2: yes [SEP] spk1: cheers	Acknowledgement	2	3	s1-league1-game2_14
spk1: no problem! [SEP] spk1: hi!	Continuation	1	2	s2-leagueM-game5_18
spk3: :D [SEP] spk3: anyone need wheat?	Continuation	0	7	pilot01_1
spk2: well i just get up to 9 [SEP] spk3: my valuable ore!!	Comment	1	2	pilot03_3
spk1: that was a weird blip [SEP] spk1: made my first key last	Explanation	6	7	s2-league5-game4_28
spk4: thanks [SEP] spk4: :)	Comment	6	7	pilot14_16
spk1: would [SEP] spk1: if I could	Conditional	1	2	s2-league5-game4_11
spk3: anyone have clay for sheep or ore? [SEP] spk2: only for wheat	Question_answer_pair	13	16	s1-league1-game2_2
spk3: i have clay [SEP] spk3: sheep	Continuation	38	39	pilot20_9
spk2: Sheep for wood? [SEP] spk1: i'm after wheat,	Question_answer_pair	13	14	pilot03_18
spk2: 8! [SEP] spk2: Not 8.	Contrast	11	12	pilot01_25
spk1: well. if lj can't fix her current problem, [SEP] spk2: we may have to call it a practice run	Result	17	19	s1-league1-game3_3
spk2: take your pick, [SEP] spk2: sheep or brick	Continuation	7	8	s2-league5-game4_16
spk4: sheep wins! [SEP] spk2: :)	Acknowledgement	21	22	s2-league5-game2_8
spk4: sorry [SEP] spk4: i have ore...	Explanation	4	5	s2-leagueM-game3_5
spk3: wood?  [SEP] spk1: no sry	Question_answer_pair	4	6	s1-league1-game1_20
spk2: Markus! [SEP] spk2: It ended	Continuation	26	27	pilot21_15
spk2: Hi Nancy, [SEP] spk1: Hi Chameleon	Acknowledgement	3	5	pilot04_23
spk2: unfortunately not [SEP] spk1: lulz	Comment	3	4	s2-leagueM-game3_24
spk2: a resounding no then [SEP] spk4: (i would do your sheep for wood,	Contrast	4	6	s2-practice4_37
spk1: 'trade with bank/port' button, [SEP] spk1: underneath the 'register a tarde'	Elaboration	12	13	s2-practice4_32
spk1: that's how it should be! [SEP] spk1: but 4s always seem to come up more often in my experience	Contrast	13	14	s2-leagueM-game5_5
spk3: nope [SEP] spk2: no problem	Acknowledgement	3	4	s1-league1-game3_2
spk1: congrats [SEP] spk2: yes,	Acknowledgement	10	11	s2-league5-game5_14
spk2: i was lucky to get directly the 7 [SEP] spk2: ok,	Narration	0	1	s2-practice2_18
spk1: then the robber was on it [SEP] spk1: and then nada since	Continuation	5	6	s2-league5-game2_14
spk4: oh yes [SEP] spk4: what happened?	Clarification_question	22	23	s1-league1-game3_23
spk2: good luck all [SEP] spk2: if she appears	Narration	13	14	s1-league3-game1_1
spk2: longest road i think only from 5 roads or longer [SEP] spk1: Sounds right now.	Acknowledgement	7	9	s2-practice2_24
spk2: what happens [SEP] spk2: if you disconnect?	Conditional	4	5	s2-league5-game2_20
spk1: still no clay for ore? [SEP] spk2: nah	Question_answer_pair	0	1	s1-league2-game1_18
spk2: really [SEP] spk1: Oh great.	Comment	0	3	pilot01_17
spk4: none [SEP] spk1: no worries :)	Acknowledgement	7	9	pilot03_2
spk4: i have sheep and wheat to trade for brick or wood. [SEP] spk3: I'll take a sheep,	Question_answer_pair	2	8	s2-league5-game2_16
spk2: for sure. [SEP] spk2: thanks all, was fun!	Continuation	40	41	s1-league1-game3_32
spk1: giving clay for sheep [SEP] spk3: no sheep	Question_answer_pair	0	1	s1-league2-game1_2
spk3: no [SEP] spk3: 9 rescourse....	Explanation	1	3	s1-league1-game5_4
spk2: Oh hold on, [SEP] spk2: I don't even have a settlement on the port	Explanation	6	7	pilot20_7
spk2: good place [SEP] spk2: I went there with a friend the first time a couple of weeks back	Elaboration	18	19	s2-leagueM-game3_16
spk3: Ah. Fun I take it? [SEP] spk3: Still, it looks very nicely laid out to be honest.	Contrast	25	26	pilot01_30
spk1: I'll try again.. [SEP] spk1: that right?	Clarification_question	35	37	s2-league4-game3_16
spk4: would make a change [SEP] spk4: i have a new computer,	Continuation	5	6	s2-league1-game1_20
spk1: anyone have clay [SEP] spk1: or ore?	Alternation	0	9	s2-league5-game2_2
spk3: sorry, [SEP] spk3: need mine	Explanation	3	4	s2-leagueM-game3_25
spk4: I have spare wood - [SEP] spk4: anybody have wheat?	Elaboration	0	1	s2-league3-game5_1
spk3: Well played, you two! [SEP] spk2: not really	Correction	3	4	pilot04_5
spk2: lj i can give you your clay now :) [SEP] spk3: no need now :p sorry	Question_answer_pair	4	6	s1-league1-game4_31
spk5: we're on a budget! [SEP] spk5: :*)	Continuation	37	38	pilot03_3
spk2: no wheat? [SEP] spk3: nope,	Question_answer_pair	3	4	pilot04_20
spk2: anyone got ore? [SEP] spk3: nor me	Question_answer_pair	0	5	s2-leagueM-game2_12
spk4: hi [SEP] spk1: all 4, great!	Result	13	15	s2-league1-game1_20
spk3: anyone give me ore for sheep? [SEP] spk2: no	Question_answer_pair	0	1	s1-league1-game2_1
spk1: that's all folks [SEP] spk3: so hang on... all of us won a game?	Clarification_question	0	8	s1-league1-game5_25
spk3: Got a SocketException error appear in this chat line [SEP] spk3: I guess we'll see if it happens again	Comment	5	6	pilot01_30
spk2: Sorry, [SEP] spk2: can't	Comment	1	2	pilot20_2
spk3: :-) [SEP] spk1: Sorry	Comment	0	1	s2-league4-game1_23
spk2: i have spare wheat [SEP] spk2: ?	Continuation	3	4	s2-league3-game4_9
spk3: ha.. [SEP] spk3: move the robber dude	Elaboration	3	4	s2-league4-game1_30
spk3: we give him til 10 past... [SEP] spk3: if he not here, 	Continuation	17	20	s1-league1-game2_24
spk2: some nice desert-front property [SEP] spk3: jesus	Comment	22	25	s2-league5-game4_9
spk3: nope [SEP] spk1: np	Comment	3	7	s2-league5-game2_2
spk2: YES [SEP] spk2: I NEED SHEEP!!!!!	Elaboration	15	19	pilot21_7
spk2: k [SEP] spk1: ok	Acknowledgement	25	26	s2-league5-game0_3
spk3: i always get that wrong... [SEP] spk4: lj and all the guys :p	Comment	41	43	s1-league1-game3_1
spk2: yes [SEP] spk2: thanks	Continuation	2	3	s2-practice3_15
spk4: i thought I'd be in trouble earlier [SEP] spk4: and so i was :/	Continuation	10	11	s2-leagueM-game2_3
spk4: Would anybody like wood? [SEP] spk2: i can give you sheep :p	Question_answer_pair	2	7	s2-league3-game5_3
spk3: anyone got wheat? [SEP] spk1: 1 wheat for 1 clay	Question_answer_pair	0	4	s2-league1-game1_26
spk1: argh sorry [SEP] spk1: it threw me off	Elaboration	17	19	pilot14_16
spk1: what do you need? [SEP] spk2: wood or sheep	Question_answer_pair	2	3	s1-league2-game1_12
spk3: Please fill in your questionnaires. [SEP] spk4: Will do	Acknowledgement	53	54	pilot20_13
spk2: The Life Aquatic [SEP] spk2: seen it before tho D:	Contrast	6	8	s1-league1-game3_1
spk2: if its too late for you [SEP] spk2: thats fine	Conditional	38	39	s1-league2-game3_16
spk1: sheep _and_ wheat? [SEP] spk3: hmmm ..	Acknowledgement	5	6	s2-practice4_8
spk4: anyone got clay for sheep? [SEP] spk1: no	Question_answer_pair	1	3	pilot21_4
